阿胶散_《圣济总录》一五四,阿胶散,《圣济总录》一五四,,阿胶（炙燥）2两，桑上寄生2两，续断1两半，熟干地黄（焙）1两，芎?1两，白芷1两，人参1两。,,每服3钱匕，煎青竹茹糯米汤调下，不拘时候。,圣济总录,阿胶 桑寄生 续断 干地黄 川芎 白芷 人参,动胎 腹内结 血下不止 运闷
阿胶散_《施圆端效方》引李子良方（见《医方类聚》卷二一○）,阿胶散,《施圆端效方》引李子良方（见《医方类聚》卷二一○）,,阿胶（炒燥）半两，白龙骨半两，赤石脂半两，干姜（炮）半两。,,每服2钱，热酒调下；崩漏，艾汤下。,医方类聚,阿胶 乌骨麻 赤石脂 干姜,血崩 赤白带下
阿胶散_《卫生家宝产科备要》卷三,阿胶散,《卫生家宝产科备要》卷三,,熟干地黄2两（洗，细切，酒浸，焙），艾叶（切，炒黄）1两，当归（洗，切，焙，去芦须）1两，甘草（炙，锉）1两，芍药（洗，锉）1两，阿胶（锉碎，以蚌粉拌和，铫内炒，泡起候冷，筛去蚌粉用）1两，芎（洗，锉）1两。,安胎,每服4钱，水1盏半，煎至8分，去滓温服。,卫生家宝产科备要,干地黄 艾叶 当归 甘草 红药子 阿胶 川芎,妊娠 动胎 腹刺痛 所下 胎奔上刺心 短气
阿胶散_《小儿药证直诀》卷下,阿胶散,《小儿药证直诀》卷下,补肺散、补肺阿胶散、清肺饮、补肺阿胶汤,阿胶1两5钱（麸炒），鼠粘子（炒香）2钱5分，甘草（炙）2钱5分，马兜铃5钱（焙），杏仁7个（去皮尖，炒），糯米1两（炒）。,养阴清肺 止咳平喘 温养脾胃,每服1-2钱，水1盏，煎至6分，食后温服。,小儿药证直诀,阿胶 鼠 甘草 马兜铃 杏仁 糯米,虚热 咳嗽 喘促 口干 咯痰带血 脉浮 舌质红
阿胶散_《医方类聚》卷二一○引《金匮钩玄》,阿胶散,《医方类聚》卷二一○引《金匮钩玄》,,阿胶1两，芎?1两，芍药1两，干姜1两，牡丹1两，艾叶1两，甘草1两，生地黄1两。,,每服2钱，以温酒下。,医方类聚,阿胶 川芎 红药子 干姜 银箔 艾叶 甘草 鲜地黄,赤白带下
阿胶散_《朱氏集验方》卷十引《究原方》,阿胶散,《朱氏集验方》卷十引《究原方》,,桑寄生7钱半，阿胶半两（炒），艾叶2钱半。,安胎孕,上(口父)咀。每服4钱，水1盏半，水煎热服，不拘时候。,朱氏集验方,桑寄生 阿胶 艾叶,妊娠胞阻 月经过多
阿胶散_《准绳·女科》卷四,阿胶散,《准绳·女科》卷四,,甘草2钱半，白茯苓7钱半（炒），白术7钱半（炒），川芎7钱半（炒），阿胶7钱半（炒），当归（炒）1两，陈皮1两。,,上(口父)咀。每服3钱，水1盏，加生姜3片，大枣1枚，煎至7分服。,准绳·女科,甘草 茯苓 白术 川芎 阿胶 当归 陈皮,动胎 腹中 饮食不下
阿胶四苓散_《医略六书》卷二十八,阿胶四苓散,《医略六书》卷二十八,,阿胶3两（蒲黄灰炒），茯苓1两半，白术1两半（炒），猪苓1两半，泽泻1两半。,,每服3钱，生地汁调下。,医略六书,阿胶 茯苓 白术 猪苓 泽泻,妊娠 血热 湿热 月经不通 血不止 胎孕不安 脉数而涩
阿胶汤_《千金》卷二引《徐之才逐月养胎方》,阿胶汤,《千金》卷二引《徐之才逐月养胎方》,旋覆花汤,阿胶4两，旋覆花2合，麦门冬1升，人参1两，吴茱萸7合，生姜6两，当归2两，芍药2两，甘草2两，黄芩2两。,,上(口父)咀。以水9升煮药，减半，纳清酒3升并胶，微火煎取3升半。分4次食前服，日3夜1，不愈再服。一方用乌雌鸡1只，割取咽血纳酒中，以水煮鸡，以煎药，减半，纳酒并胶煎，取3升半，分4次服。,千金要方,阿胶 旋覆花 麦冬 人参 吴茱萸 生姜 当归 红药子 甘草 黄芩,妊娠 眩晕 干呕 膨胀腹满 小便利数 恐怖 四肢烦疼 寒热 动胎 肚腹痛 所下
阿胶汤_《千金翼》卷七,阿胶汤,《千金翼》卷七,,阿胶1两，当归1两，黄柏1两，黄连1两，陈廪米1升，蜡如棋子3枚。,,上(口父)咀。以水8升，煮米蟹目沸，去米纳药，煮取2升，去滓，纳胶、蜡令烊，分4次服，1日令尽。,千金翼方,阿胶 当归 黄柏 黄连 小麦 蜂蜡,久痢
阿胶汤_《圣济总录》卷一五八,阿胶汤,《圣济总录》卷一五八,,阿胶（炙令燥）3分，冬葵子（炒）3分，牛膝（酒浸，切，焙）3分，当归（切，焙）3分。,,每服3钱匕，水1盏半，煎至8分，去滓温服。以下为度。,圣济总录,阿胶 冬葵子 牛膝 当归,堕胎 胎衣不下
阿胶汤_《圣济总录》卷一五七,阿胶汤,《圣济总录》卷一五七,,阿胶（炙令燥）1两，熟干地黄（焙）1两，艾叶（微炒）1两，芎?1两，当归（切，焙）1两，杜仲（去皴皮，炙，锉）1两，白术1两。,,每服4钱匕，水1盏半，加大枣3枚（擘破）同煎至8分，去滓，食前温服。,圣济总录,阿胶 干地黄 艾叶 川芎 当归 杜仲 白术,堕胎
阿胶汤_《圣济总录》卷一五四,阿胶汤,《圣济总录》卷一五四,芎胶散,阿胶1两（炒令燥），芎?1两半，当归（切，焙）2两，甘草1两（炙）。,,每服3钱匕，水1盏，煎至6分，去滓，空心、日午、临卧服。,圣济总录,阿胶 川芎 当归 甘草,动胎 肚腹痛
阿胶汤_《圣济总录》卷一五五,阿胶汤,《圣济总录》卷一五五,,阿胶（炙燥）1两半，当归（切，焙）1两，甘草（炙，锉）3分，白术2两。,,每服3钱匕，以水1盏，煎至7分，去滓温服，日3次。,圣济总录,阿胶 当归 甘草 白术,妊娠 胎燥萎
阿胶汤_《叶氏女科》卷三,阿胶汤,《叶氏女科》卷三,,阿胶2两（炒珠），赤小豆1钟。,,水2碗，煮豆令熟，去豆入胶化服，每服半钟。不过3服即出。,叶氏女科,阿胶 赤小豆,难产
阿胶汤_《医略六书》卷二十八,阿胶汤,《医略六书》卷二十八,,阿胶3钱（糯粉炒），人参1钱半，当归3钱，条芩1钱半（酒炒），白芍1钱半（酒炒），白术1钱半（炒），麦冬3钱（去心），生地5钱，炙草5分，苏梗3钱。,,水6升，煮药减半，去滓，加清酒1升，并胶烊尽，煎取1升温服。肝虚，用鸡汁煮药。,医略六书,阿胶 人参 当归 黄芩 白芍 白术 麦冬 鲜地黄 豨莶 紫苏梗,动胎 脉滑
阿胶丸_《博济》卷四,阿胶丸,《博济》卷四,,真阿胶4斤（火炙令热），蛇蜕皮1条（烧灰），熟艾半两（烧灰），败笔1管（用头烧灰），大麦花少许（炙干，如无此花，以麦糵上牙子代之亦可，为细末）。,大安胎脏,妇人有身，10个月满足者，有诸般疾病，用井花水磨下1丸；有病，用通灵散1字，醋汤磨下1丸；如筑打着，及死胎在腹中，用醋汤送下1丸；咳噎，用千金散子1字，热水调下1丸；产前被血冲心，用黄散子半钱，醋汤调下1丸；遗沥不止，用烧盐半钱，无灰酒送下1丸；难产者，3-5日，服此立下，用通灵散子，醋汤送下1丸；如妇产时，衣先下，未见儿，足踏衣生，用通灵散子1字，调下1丸；如儿先下，衣未见，须臾，用醋汤送下1丸；如刺前后心，用通灵散子1字，调下1丸；如浆破后，经3-5日不生，用黄散子1钱，酒调下1丸；产前痢，醋汤送下1丸；血气，用艾枝煎汤送下1丸。,博济,阿胶 蛇蜕 艾叶 兔皮毛 大麦,产前后诸疾
阿胶丸_《惠直堂方》卷四,阿胶丸,《惠直堂方》卷四,,枳壳（麸炒）、阿胶（炒）各等分。,,每服20丸，清汤送下。未通，可加至50丸。,惠直堂方,枳壳 阿胶,
阿胶丸_《千金》卷三,阿胶丸,《千金》卷三,,阿胶4两，人参2两，甘草2两，龙骨2两，桂心2两，干地黄2两，白术2两，黄连2两，当归2两，附子2两。,,每服20丸，温酒送下，日3次。,千金要方,阿胶 人参 甘草 龙骨 肉桂 干地黄 白术 黄连 当归 附子,淋痛 肚腹痛 痢不止
阿胶丸_《圣惠》卷七十二,阿胶丸,《圣惠》卷七十二,,阿胶2两（捣碎，炒令黄燥），乌贼鱼骨1两，白芍药2两，当归1两（锉，微炒），刘寄奴1两。,,每服20丸，食前粥饮送下。,太平圣惠方,阿胶 海螵蛸 白芍 当归 刘寄奴,大便后下血 不止
阿胶丸_《圣惠》卷七十九,阿胶丸,《圣惠》卷七十九,,阿胶1两半（捣碎，炒令黄燥），鳖甲1两（涂醋炙微黄，去裙襕），续断1两，龙骨2两，芎?1两，赤石脂1两半，甘草1两（炙微赤，锉），当归1两（锉，微炒），鹿茸2两（去毛，涂酥炙微黄），乌贼鱼骨2两，丹参1两，龟甲2两（涂醋炙微黄）。,,每服30丸，食前温酒送下。,太平圣惠方,阿胶 鳖甲 续断 龙骨 川芎 赤石脂 甘草 当归 鹿茸 海螵蛸 丹参 龟甲,崩中下血 月经过多 虚羸 无力
阿胶丸_《圣惠》卷七十三,阿胶丸,《圣惠》卷七十三,,阿胶1两（捣碎，炒令黄燥），绿矾1两（烧赤），白石脂2两，釜底墨1两，乌贼鱼骨1两（烧灰）。,,每服30丸，食前热酒送下。,太平圣惠方,阿胶 绿矾 白石脂 墨 海螵蛸,赤白带下
阿胶丸_《圣济总录》卷一六四,阿胶丸,《圣济总录》卷一六四,,阿胶（炒令燥）1两，黄柏（去粗皮，锉）1两，人参1两，干姜（炮）1两，当归（切，炒）1两，酸石榴皮1两。,,每服30丸，食前米饮送下。,圣济总录,阿胶 黄柏 人参 干姜 当归 石榴皮, 痢不止 肠滑 不止
阿胶丸_《圣济总录》卷一六五,阿胶丸,《圣济总录》卷一六五,,阿胶（炒令燥）1两，黄连（去须）1两，赤茯苓（去黑皮）1两，当归（锉，炒）1两，黄柏1两，干姜3分（炮）。,,每服30丸，食前米饮送下，1日2次。,圣济总录,阿胶 黄连 赤茯苓 当归 黄柏 干姜,赤白泻痢 不止 肠胃疼痛
阿胶丸_《圣济总录》卷一六一,阿胶丸,《圣济总录》卷一六一,,阿胶（炙令燥）半两，乱发灰（别研）半两，代赭（别研）、干姜（炮）1两，马蹄半个（烧令烟尽），生干地黄（焙）1两1分，牛角腮（炙焦）2两。,,每服20丸，空心粥饮送下，日午、夜卧再服，加至40丸。,圣济总录,阿胶 血余 代赭石 干姜 马蹄甲 干地黄 牛角腮,恶露不尽 肚腹痛 气急
阿胶丸_《圣济总录》卷一五六,阿胶丸,《圣济总录》卷一五六,,阿胶（炒令燥）半两，酸石榴皮半两，黄连（去须，炒）1两，当归（切，焙）3分，肉豆蔻（去壳）3分。,安胎气 止腹痛,每服15丸，食前米饮送下。,圣济总录,阿胶 石榴皮 黄连 当归 肉豆蔻,妊娠 下痢
阿胶丸_《宣明论》卷十一,阿胶丸,《宣明论》卷十一,,阿胶6分，鳖甲6分，续断5分，龙骨1两，芎?6分，地胆4分，鹿茸5分，乌鱼骨8钱，丹参6钱，龟甲1钱。,,每服30丸，艾汤送下，1日3-4次。宜先服伏龙肝散，再服本方。,宣明论,阿胶 鳖甲 续断 龙骨 川芎 地胆 鹿茸 海螵蛸 丹参 龟甲,血崩
阿胶丸_《杨氏家藏方》卷十六,阿胶丸,《杨氏家藏方》卷十六,,香附子（去毛）2两，天仙子（炒令黑）2两，当归（洗，焙）2两，五味子1两半，吴茱萸（汤洗7遍）1两半，阿胶（蚌粉炒）1两，川芎1两，干姜（炮）1两，苍术3两（米泔水浸1宿，焙干）。,,每服30丸，空心食前煎艾汤送下；或木香醋汤送下。,杨氏家藏方,附子 天仙子 当归 五味子 吴茱萸 阿胶 川芎 干姜 苍术,妊娠 心腹疼痛 恶露未尽 肚腹痛
阿胶丸_《医方类聚》卷二一三引《医林方》,阿胶丸,《医方类聚》卷二一三引《医林方》,,阿胶（炒）、黄连、干姜、附子（炮）、人参、熟地黄、当归、芍药、龙骨、甘草（炙）各等分。,,每服30-40丸，食前米饮汤送下。,医方类聚,阿胶 黄连 干姜 附子 人参 熟地黄 当归 红药子 龙骨 甘草, 痢不止
阿胶丸_《医略六书》卷三十,阿胶丸,《医略六书》卷三十,,阿胶3两（蒲黄炒灰），丹参1两半（炒黑），川芎1两，鹿茸3两（炙灰），续断3两（炒灰），赤石腊3两（醋煅），龙骨3两（煅灰），当归3两，乌贼骨3两（煅）。,,每服5钱，米饮煎，去滓温服。,医略六书,阿胶 丹参 川芎 鹿茸 续断 赤石脂 龙骨 当归 海螵蛸, 崩中漏下 脉软
阿胶养血汤_《中医妇科治疗学》,阿胶养血汤,《中医妇科治疗学》,,阿胶珠2钱，泡参3钱，干地黄3钱，麦冬2钱，女贞2钱，旱莲草（炒）2钱，桑寄生5钱。,养血润燥,水煎，温服。,中医妇科治疗学,阿胶 沙参 干地黄 麦冬 女贞子 墨旱莲 桑寄生,阴虚 血海干涸 妊娠 眩晕 头目眩晕 心神惊悸 烦躁 腰痠 心腹胀 舌质红 脉弦数
阿胶饮_《圣济总录》卷一五四,阿胶饮,《圣济总录》卷一五四,,阿胶（炙燥）2两，熟干地黄（焙）2两。,,每服3钱匕，水、酒共1盏，煎至7分，去滓温服。以效为度。,圣济总录,阿胶 干地黄,妊娠 动胎 月经过多
阿胶饮子_《圣惠》卷七十四,阿胶饮子,《圣惠》卷七十四,,阿胶半两（捣碎，炒令黄燥），竹沥5合，荆沥2合。,,每服温饮1中盏。,太平圣惠方,阿胶 竹沥 牡荆沥,妊娠 中风 言语謇涩 心神多躁 背项强直 背项强直 眼涩 头痛 多睡
阿胶枳壳丸_《三因》卷十七,阿胶枳壳丸,《三因》卷十七,,阿胶、枳壳（麸炒，去瓤）各等分。,,每服20丸，温水送下，半日来未通再服。,三因极一病证方论,阿胶 枳壳, 虚羸 大便结燥
阿胶粥_《普济方》卷二五九,阿胶粥,《普济方》卷二五九,,阿胶半两（炙黄为末），龙骨末1分，艾叶末1分。,,上用糯米2合，入药以水煮作粥，空腹食之。,普济方,阿胶 龙骨 艾叶,妊娠 月经过多
阿胶粥_《圣济总录》卷一九○,阿胶粥,《圣济总录》卷一九○,,阿胶1两（捣碎，炒令黄燥，捣为末），糯米半斤。,止血补虚 厚肠胃,上2味，先取糯米煮作粥，令熟，即下胶搅匀，温食之。,圣济总录,阿胶 糯米,动胎
阿胶煮散_《普济方》卷三二八引《生育宝鉴》,阿胶煮散,《普济方》卷三二八引《生育宝鉴》,,阿胶1两，大芎1两，人参1两，白术1两，五味子1两，麦门冬1两，当归1两，茯苓1两，黄耆1两，续断1两，干地黄1两，甘草半两。,,每剂8铢。妇人肝气攻冲，喘促咳嗽，入水煎，空心热服；若是血脏冷痛，赤白带下，加生姜2片，大枣1枚，水煎服；若补血，入枸杞子、覆盆子煎；若呕逆不思饮食，加草豆蔻煎，或丁香20枚，水煎服；若孕妇不安，加桑寄生枝1两，细锉拌匀，水煎服；若血多及半产下血，宫脏全虚，加白薇半两（微炙），苁蓉1两（细锉）内拌，水煎服；若是久患宫脏、骨节、腰腿、两胁逆痛，四肢少力，常患风寒，有如劳状候，加木香半两、鳖甲1两（醋炙），柴胡1两，并锉拌之。每服3钱，加生姜3片，水2盏，如茶法煎至7分，空心热服。,普济方,阿胶 川芎 人参 白术 五味子 麦冬 当归 茯苓 黄芪 续断 干地黄 甘草,
阿魏化痞膏_《北京市中药成方选集》,阿魏化痞膏,《北京市中药成方选集》,,大蒜2两，香附2两，大黄2两，川乌（生）2两，三棱2两，当归2两，莪术2两，穿山甲（生）2两，白芷2两，使君子仁2两，厚朴2两，蓖麻子2两，木鳖子2两，草乌（生）2两，（？？）螂2两，胡黄连2两。,化痞消积 杀虫止痛,每大张油重4钱，小张2钱，布光。微火化开，贴脐上。,北京市中药成方选集,大蒜 香附 大黄 乌头 三棱 当归 莪术 穿山甲 白芷 使君子 厚朴 蓖麻子 木鳖子 圆节山蚂蝗 胡黄连,积聚痞块 胸胁疼 腹中疼痛 结生瘕聚
阿魏通经丸_《经验良方》,阿魏通经丸,《经验良方》,,铁粉10钱，阿魏3钱，芦荟3钱，没药3钱。,,每服15丸，1日数次。,经验良方,铁粉 阿魏 芦荟 没药,子宫冲逆 月经不通
阿魏丸_《博济》卷二,阿魏丸,《博济》卷二,,阿魏1两半，当归1两半（切，醋炒），官桂半两，陈皮半两（去白，细切，醋炒），白及3分，吴白芷半两，蓬术1两，延胡索半两（锉碎，醋炒），木香3分，吴茱萸半两（醋炒），川芎半两（醋炒），附子半两（炮，去皮脐），干姜1两（炮），肉豆蔻3分（研细末），朱砂3分（研细末）。,,每服5丸，温酒送下；橘皮汤亦可；妇人，醋汤送下。,博济,阿魏 当归 桂花 陈皮 白及 白芷 莪术 延胡索 木香 吴茱萸 川芎 附子 干姜 肉豆蔻 朱砂,攻刺疼痛 肠虚滑泄
阿魏丸_《活人方》卷四,阿魏丸,《活人方》卷四,,高良姜（东壁土炒）8两，黑牵牛8两，蓬术4两，赤豆4两，砂仁4两，三棱1两，青皮1两，陈皮1两，干姜1两，草豆蔻1两，槟榔1两，肉桂1两，真阿魏5钱。,,每服1钱，午前、午后姜汤吞服。,活人方,高良姜 黑牵牛 莪术 赤小豆 砂仁 三棱 青皮 陈皮 干姜 草豆蔻 槟榔 肉桂 阿魏,食积 成块 湿痰下注 痞积 结生瘕聚
